rsi_oversold,rsi_buy_exit,rsi_overbought,rsi_sell_exit,golden_cross,ma_short,total_trades,win_rate,total_invested,total_profit,total_return,max_water
30,35,65,55,OFF,40,12,100.0,19000,2798.684488104226,14.729918358443294,3
30,35,65,55,OFF,50,12,100.0,19000,2798.684488104226,14.729918358443294,3
30,35,65,40,OFF,50,10,100.0,16000,2790.423582059029,17.44014738786893,3
30,35,65,40,OFF,40,10,100.0,16000,2790.423582059029,17.44014738786893,3
30,40,70,55,OFF,40,12,100.0,17000,2784.047006977644,16.376747099868496,3
30,40,70,55,OFF,50,12,100.0,17000,2784.047006977644,16.376747099868496,3
35,45,65,55,ON,50,15,100.0,26000,2778.470715214314,10.686425827747362,3
30,35,70,55,ON,40,11,100.0,17000,2734.1057648587002,16.08297508740412,3
30,45,65,40,ON,40,8,100.0,11000,2716.195790234433,24.692689002131207,2
30,45,75,55,ON,50,8,100.0,14000,2704.5466454185803,19.31819032441843,3
30,40,70,50,ON,50,12,100.0,16000,2672.0406177914488,16.700253861196554,2
30,45,70,40,ON,50,8,100.0,11000,2616.149220172307,23.783174728839157,2
30,45,65,40,ON,50,8,100.0,11000,2530.823652590007,23.007487750818246,2
30,35,70,55,ON,50,12,100.0,17000,2504.165376208472,14.730384565932189,2
30,45,70,55,OFF,50,12,100.0,16000,2495.6064010260316,15.597540006412697,3
30,45,70,55,OFF,40,12,100.0,16000,2495.6064010260316,15.597540006412697,3
30,35,65,50,ON,40,11,100.0,17000,2430.8664314893545,14.299214302878555,3
30,40,65,45,ON,50,9,100.0,16000,2412.1075932647573,15.075672457904732,3
30,40,65,40,OFF,40,10,100.0,14000,2393.9861976242937,17.099901411602097,2
30,40,65,40,OFF,50,10,100.0,14000,2393.9861976242937,17.099901411602097,2
30,40,65,50,OFF,50,12,100.0,17000,2363.989055448252,13.905817973225012,3
30,40,65,50,OFF,40,12,100.0,17000,2363.989055448252,13.905817973225012,3
30,45,70,55,ON,40,9,100.0,14000,2347.804182199253,16.770029872851804,3
30,40,65,45,ON,40,9,100.0,15000,2329.8432343025543,15.532288228683694,3
30,40,70,55,ON,40,10,100.0,15000,2299.470959813986,15.329806398759906,3
30,35,65,40,ON,40,8,100.0,14000,2260.443541561139,16.14602529686528,3
30,40,65,55,OFF,40,12,100.0,17000,2257.692983093676,13.280546959374565,3
30,40,65,55,OFF,50,12,100.0,17000,2257.692983093676,13.280546959374565,3
30,45,65,40,OFF,50,11,100.0,13000,2220.0572708405616,17.077363621850473,2
30,45,65,40,OFF,40,11,100.0,13000,2220.0572708405616,17.077363621850473,2
30,35,65,50,ON,50,12,100.0,17000,2191.4251357770995,12.890736092806469,2
30,35,65,40,ON,50,8,100.0,14000,2184.91752736399,15.606553766885641,3
30,45,70,55,ON,50,9,100.0,14000,2173.9495349649674,15.52821096403548,3
30,40,65,50,ON,40,10,100.0,15000,2122.750351228062,14.15166900818708,3
30,35,65,55,ON,40,11,100.0,17000,2119.8762002595467,12.469860001526746,3
30,45,65,50,OFF,50,12,100.0,16000,2098.1630347577993,13.113518967236246,3
30,45,65,50,OFF,40,12,100.0,16000,2098.1630347577993,13.113518967236246,3
30,40,70,55,ON,50,12,100.0,16000,1985.417217928015,12.408857612050094,2
30,45,65,55,OFF,50,12,100.0,16000,1979.714280889396,12.373214255558725,3
30,45,65,55,OFF,40,12,100.0,16000,1979.714280889396,12.373214255558725,3
30,45,65,50,ON,40,9,100.0,14000,1922.8471892706507,13.73462278050465,3
30,35,65,55,ON,50,12,100.0,17000,1889.9358116093188,11.117269480054816,2
30,40,65,40,ON,50,8,100.0,13000,1799.0556707501196,13.83888977500092,3
30,40,65,50,ON,50,12,100.0,16000,1787.0420056448277,11.169012535280173,2
30,40,65,55,ON,40,10,100.0,15000,1773.1169359300181,11.820779572866789,3
30,45,65,50,ON,50,9,100.0,14000,1744.9165111535438,12.463689365382455,3
30,40,65,40,ON,40,8,100.0,12000,1722.475522266245,14.353962685552041,3
30,45,65,55,ON,40,9,100.0,14000,1550.8650272952318,11.077607337823084,3
30,40,65,55,ON,50,12,100.0,16000,1459.0631940440471,9.119144962775295,2
30,45,65,55,ON,50,9,100.0,14000,1382.6452700629047,9.876037643306462,3
