rsi_oversold,rsi_buy_exit,rsi_overbought,rsi_sell_exit,golden_cross,ma_short,total_trades,win_rate,total_invested,total_profit,total_return,max_water
35,45,70,50,ON,40,10,100.0,17000,3110.6999567653456,18.29823503979615,3
30,35,75,55,OFF,50,7,100.0,10000,3021.5888762920267,30.21588876292027,2
30,35,75,55,OFF,40,7,100.0,10000,3021.5888762920267,30.21588876292027,2
30,40,75,50,OFF,50,7,100.0,9000,2990.948221296151,33.23275801440168,2
30,40,75,50,OFF,40,7,100.0,9000,2990.948221296151,33.23275801440168,2
30,35,75,45,OFF,50,7,100.0,10000,2967.0276122056875,29.670276122056876,2
30,35,75,45,OFF,40,7,100.0,10000,2967.0276122056875,29.670276122056876,2
35,45,65,45,ON,50,12,100.0,18000,2872.2271632040643,15.956817573355913,3
30,40,75,45,OFF,40,7,100.0,9000,2853.5305912777394,31.705895458641546,2
30,40,75,45,OFF,50,7,100.0,9000,2853.5305912777394,31.705895458641546,2
30,40,75,55,OFF,40,7,100.0,9000,2845.1675185069516,31.61297242785502,2
30,40,75,55,OFF,50,7,100.0,9000,2845.1675185069516,31.61297242785502,2
35,45,65,55,OFF,40,12,100.0,25000,2828.3020419924246,11.313208167969698,7
35,45,65,55,OFF,50,12,100.0,25000,2828.3020419924246,11.313208167969698,7
30,35,75,40,OFF,50,7,100.0,10000,2823.1238205692134,28.231238205692133,2
30,35,75,40,OFF,40,7,100.0,10000,2823.1238205692134,28.231238205692133,2
35,45,65,45,ON,40,12,100.0,17000,2801.283008280481,16.478135342826363,2
35,45,70,55,ON,50,10,100.0,18000,2722.869460964293,15.127052560912738,3
30,45,75,50,OFF,50,7,100.0,8000,2718.1068359889305,33.97633544986164,2
30,45,75,50,OFF,40,7,100.0,8000,2718.1068359889305,33.97633544986164,2
30,40,75,40,OFF,40,7,100.0,9000,2709.8533473267335,30.109481636963704,2
30,40,75,40,OFF,50,7,100.0,9000,2709.8533473267335,30.109481636963704,2
35,45,70,55,ON,40,10,100.0,17000,2676.6433507549164,15.744960886793628,3
35,45,65,50,ON,50,12,100.0,18000,2607.6591817994276,14.486995454441265,3
30,45,75,45,OFF,50,7,100.0,8000,2607.622152849483,32.59527691061854,2
30,45,75,45,OFF,40,7,100.0,8000,2607.622152849483,32.59527691061854,2
30,45,75,55,OFF,40,7,100.0,8000,2573.8179777588157,32.1727247219852,2
30,45,75,55,OFF,50,7,100.0,8000,2573.8179777588157,32.1727247219852,2
30,45,75,40,OFF,40,7,100.0,8000,2521.659672392157,31.520745904901965,2
30,45,75,40,OFF,50,7,100.0,8000,2521.659672392157,31.520745904901965,2
35,45,65,50,ON,40,12,100.0,17000,2507.787377776407,14.751690457508277,2
30,35,75,50,ON,40,7,100.0,10000,2348.7585221540153,23.48758522154015,2
30,40,75,50,ON,40,7,100.0,9000,2280.7314877835884,25.341460975373202,2
30,35,75,50,ON,50,7,100.0,10000,2257.5887628173696,22.575887628173696,2
30,40,75,50,ON,50,7,100.0,9000,2189.5617284469427,24.328463649410473,2
30,35,75,55,ON,40,7,100.0,10000,2181.4869049029758,21.81486904902976,2
30,35,75,45,ON,40,7,100.0,10000,2140.01809813879,21.400180981387898,2
30,40,75,45,ON,40,7,100.0,9000,2136.0191855859766,23.73354650651085,2
30,40,75,55,ON,40,7,100.0,9000,2113.3645840495265,23.481828711661404,2
35,40,65,55,ON,40,13,100.0,21000,2100.075457637121,10.000359322081529,3
30,35,75,55,ON,50,7,100.0,10000,2091.4315996202567,20.914315996202568,2
35,40,65,55,ON,50,13,100.0,21000,2088.5839454742995,9.945637835591903,3
30,45,75,50,ON,40,7,100.0,8000,2070.2540539715837,25.878175674644798,2
30,35,75,45,ON,50,7,100.0,10000,2049.968921639416,20.49968921639416,2
30,40,75,45,ON,50,7,100.0,9000,2045.9700090866033,22.733000100962258,2
30,40,75,55,ON,50,7,100.0,9000,2023.3092787668074,22.481214208520083,2
30,45,75,50,ON,50,7,100.0,8000,1979.0842946349378,24.738553682936722,2
30,35,75,40,ON,40,7,100.0,10000,1960.5779356417838,19.605779356417838,2
30,40,75,40,ON,40,7,100.0,9000,1954.3933412658193,21.715481569620216,2
